title,category,nominee,artist,workers,img
54th Annual GRAMMY Awards  (2011),Best Country Album,Own The Night,Lady Antebellum,"Lady Antebellum & Paul N. Worley, producers; L Clarke Schleicher, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/ladyantebellum-spotlight-145857718.png?itok=Axvn7bE_
54th Annual GRAMMY Awards  (2011),Best New Age Album,What's It All About,Pat Metheny,"Pat Metheny, producer; Pete Karam, Pat Metheny & David Oakes, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/pat_metheny_spotlight_161430888.png?itok=pUO_tI6Y
54th Annual GRAMMY Awards  (2011),Best Improvised Jazz Solo,500 Miles High,,"Chick Corea, soloist",https://www.grammy.com/sites/com/files/styles/artist_circle/public/chickcorea-spotlight-488226981.png?itok=JQO5nxpu
54th Annual GRAMMY Awards  (2011),Best Jazz Vocal Album,The Mosaic Project,Terri Lyne Carrington & Various Artists,"Terri Lyne Carrington, producer; Mike Marciano & Martin Walters, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Terri%2BLyne%2BCarrington/Terri%2520Lyne%2520Carrington_1_1_1575373742.jpg?itok=Agh8cpuS
54th Annual GRAMMY Awards  (2011),Best Jazz Instrumental Album,Forever,"Corea, Clarke & White","Stanley Clarke, Chick Corea & Lenny White, producers; Bernie Kirsh, Buck Snow & Brian Vibberts, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/chickcorea-spotlight-488226981.png?itok=JQO5nxpu
54th Annual GRAMMY Awards  (2011),Best Large Jazz Ensemble Album,The Good Feeling,Christian McBride Big Band,"Joe Ferla, engineer/mixer",
54th Annual GRAMMY Awards  (2011),Best Gospel/Contemporary Christian Music Performance,Jesus,Le'Andria Johnson,,
54th Annual GRAMMY Awards  (2011),Best Gospel Song,Hello Fear,,"Kirk Franklin, songwriter (Kirk Franklin)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/kirkfranklin-spotlight-138820291.png?itok=ZJXEM-lN
54th Annual GRAMMY Awards  (2011),Best Contemporary Christian Music Song,Blessings,,"Laura Story, songwriter (Laura Story)",
54th Annual GRAMMY Awards  (2011),Best Gospel Album,Hello Fear,Kirk Franklin,"Kirk Franklin & Shaun Martin, producers; Jeffrey Chestek, John Jaszcz & Tre Nagella, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/kirkfranklin-spotlight-138820291.png?itok=ZJXEM-lN
54th Annual GRAMMY Awards  (2011),Best Contemporary Christian Music Album,And If Our God Is For Us...,Chris Tomlin,"Ed Cash, producer; Ed Cash, Jim Deneen & F. Reid Shippen, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Chris%2BTomlin/Chris%2520Tomlin_1_1_1574344920.jpg?itok=pmfobhio
54th Annual GRAMMY Awards  (2011),"Best Latin Pop, Rock, Or Urban Album",Drama Y Luz,Maná,"Benny Faccone, Arturo ""Tuti"" Perales, Thom Russo, Fabián Serrano & Fernando Villín, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Mana/Mana_1_1_1575368040.jpg?itok=6Jvxdo_F
54th Annual GRAMMY Awards  (2011),Best Regional Mexican Or Tejano Album,Bicentenario,Pepe Aguilar,"Norberto Islas, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/pepe_aguilar_spotlight_460236306.png?itok=lUl52bjP
54th Annual GRAMMY Awards  (2011),Best Banda Or Norteño Album,Los Tigres Del Norte And Friends,Los Tigres Del Norte,"Gustavo Borner & Los Tigres Del Norte, producers; Nick Baxter, Gustavo Borner, Juan Pablo Fallucca & Justin Moshkevich, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Gustavo%2BBorner/Gustavo%2520Borner_1_1_1575372928.jpg?itok=MuhaNjxP
54th Annual GRAMMY Awards  (2011),Best Tropical Latin Album,The Last Mambo,Cachao,"Nelson Albareda, Daniel Palacio, Omer Pardillo-Cid & Christian Thomas, producers; Alex Arias & Waldy D., engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Cachao/Cachao_1_1_1575372754.jpg?itok=ht0y3P7F
54th Annual GRAMMY Awards  (2011),Best Americana Album,Ramble At The Ryman,Levon Helm,"Larry Campbell, Jed Hilly & Danny Petraitis, producers; Michael Davis & Justin Guip, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Levon%2BHelm/Levon%2520Helm_1_1_1575372124.jpg?itok=3pvNfhXw
54th Annual GRAMMY Awards  (2011),Best Bluegrass Album,Paper Airplane,Alison Krauss & Union Station,"Alison Krauss & Union Station, producers; Neal Cappellino & Mike Shipley, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/alison_krauss_union_station_spotlight_138820345.png?itok=gonfQXzO
54th Annual GRAMMY Awards  (2011),Best Blues Album,Revelator,Tedeschi Trucks Band,"Jim Scott, producer; Jim Scott & Bobby Tis, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Tedeschi%2BTrucks%2BBand/Tedeschi%2520Trucks%2520Band_1_1_1575368441.jpg?itok=MB1iL1fy
54th Annual GRAMMY Awards  (2011),Best Folk Album,Barton Hollow,The Civil Wars,"Charlie Peacock, producer; Richie Biggs, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/civilwars-spotlight-138908309.png?itok=R7BLOTXa
54th Annual GRAMMY Awards  (2011),Best Regional Roots Music Album,Rebirth Of New Orleans,Rebirth Brass Band,"Tracey Freeman, producer; Chris Finney, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Rebirth%2BBrass%2BBand/Rebirth%2520Brass%2520Band_1_1_1574345326.jpg?itok=SCRJpuMh
54th Annual GRAMMY Awards  (2011),Best Reggae Album,Revelation Pt. 1: The Root Of Life,Stephen Marley,"Paul Fakhourie & Stephen Marley, producers; Errol Brown, Marc Lee & Roland McDermot, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Stephen%2BMarley/Stephen%2520Marley_1_1_1576290546.jpg?itok=0510HhwF
54th Annual GRAMMY Awards  (2011),Best World Music Album,Tassili,Tinariwen,"Ian Brennan & Jean Paul Romann, producers; David Odlum & Jean Paul Romann, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Tinariwen/Tinariwen_1_1_1575366208.jpg?itok=514dfG4r
54th Annual GRAMMY Awards  (2011),Best Children's Album,All About Bullies... Big And Small,(Various Artists),,
54th Annual GRAMMY Awards  (2011),"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",If You Ask Me (And Of Course You Won't),Betty White,"Kevin Thomsen, producer; Pete Pantelis & Jeremy Wesley, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Betty%2BWhite/Betty%2520White_1_1_1575360328.jpg?itok=I4jPQobR
54th Annual GRAMMY Awards  (2011),Best Comedy Album,Hilarious,Louis C.K.,"Michelle Caputo, Shannon Hartman & Jack Vaughn, producers; Jon D'Uva, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Louis%2BC.K./Louis%2520C.K._1_1_1575366292.jpg?itok=A1B-GFBU
54th Annual GRAMMY Awards  (2011),Best Musical Theater Album,The Book Of Mormon,,"Josh Gad & Andrew Rannells; Robert Lopez, Trey Parker & Matt Stone, composers/lyricists; Anne Garefino, Robert Lopez, Stephen Oremus, Trey Parker, Scott Rudin & Matt Stone, producers; Frank Filipetti, engineer/mixer (Original Broadway Cast)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Josh%2BGad/Josh%2520Gad_1_1_1575372671.jpg?itok=-nEE_3wa
54th Annual GRAMMY Awards  (2011),Best Compilation Soundtrack For Visual Media,Boardwalk Empire: Volume 1,(Various Artists),"Stewart Lerman, Randall Poster & Kevin Weaver, producers; Stewart Lerman, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Stewart%2BLerman/Stewart%2520Lerman_1_1_1575364841.jpg?itok=PizUnQJg
54th Annual GRAMMY Awards  (2011),Best Score Soundtrack For Visual Media,The King's Speech,,"Alexandre Desplat, composer; Alexandre Desplat, producer (Alexandre Desplat)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Alexandre%2BDesplat/Alexandre%2520Desplat_1_1_1575364969.jpg?itok=FoAI2OMW
54th Annual GRAMMY Awards  (2011),Best Song Written For Visual Media,I See The Light (From Tangled),"Alan Menken & Glenn Slater, songwriters (Mandy Moore & Zachary Levi)",,https://www.grammy.com/sites/com/files/styles/artist_circle/public/alanmenken-spotlight-537491294.png?itok=IP7OTmZt
54th Annual GRAMMY Awards  (2011),Best Instrumental Composition,Life In Eleven,,"Béla Fleck & Howard Levy, composers (Béla Fleck & The Flecktones)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/belafleck-spotlight-126317688.png?itok=4g9Qs-em
54th Annual GRAMMY Awards  (2011),Best Instrumental Arrangement,Rhapsody In Blue,,"Gordon L. Goodwin, arranger (Gordon Goodwin's Big Phat Band)",
54th Annual GRAMMY Awards  (2011),Best Instrumental Arrangement Accompanying Vocalist(s),Who Can I Turn To (When Nobody Needs Me),,"Jorge Calandrelli, arranger (Tony Bennett & Queen Latifah)",
54th Annual GRAMMY Awards  (2011),Best Recording Package,Scenes From The Suburbs,,"Caroline Robert, art director (Arcade Fire)",
54th Annual GRAMMY Awards  (2011),Best Boxed Or Special Limited Edition Package,The Promise: The Darkness On The Edge Of Town Story,,"David Bett & Michelle Holme, art directors (Bruce Springsteen)",
54th Annual GRAMMY Awards  (2011),Best Album Notes,"Hear Me Howling!: Blues, Ballads & Beyond As Recorded By The San Francisco Bay By Chris Strachwitz In The 1960s",,"Adam Machado, album notes writer (Various Artists)",
54th Annual GRAMMY Awards  (2011),Best Historical Album,Band On The Run (Paul McCartney Archive Collection - Deluxe Edition),,"Paul McCartney, compilation producer; Sam Okell & Steve Rooke, mastering engineers (Paul McCartney & Wings)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/paul_mccartney_spotlight_514136852.png?itok=3WwFtz10
54th Annual GRAMMY Awards  (2011),"Best Engineered Album, Non-Classical",Paper Airplane,,"Neal Cappellino & Mike Shipley, engineers; Brad Blackwood, mastering engineer (Alison Krauss & Union Station)",
54th Annual GRAMMY Awards  (2011),"Producer Of The Year, Non-Classical",Paul Epworth,,,
54th Annual GRAMMY Awards  (2011),"Best Remixed Recording, Non-Classical",Cinema (Skrillex Remix),,"Skrillex, remixer (Benny Benassi)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/skrillex_spotlight_634966900.png?itok=QKv15nLR
54th Annual GRAMMY Awards  (2011),Best Surround Sound Album,Layla And Other Assorted Love Songs (Super Deluxe Edition),,"Elliot Scheiner, surround mix engineer; Bob Ludwig, surround mastering engineer; Bill Levenson & Elliot Scheiner, surround producers (Derek & The Dominos)",
54th Annual GRAMMY Awards  (2011),"Best Engineered Album, Classical",Aldridge: Elmer Gantry,,"Byeong-Joon Hwang & John Newton, engineers; Jesse Lewis, mastering engineer (William Boggs, Keith Phares, Patricia Risley, Vale Rideout, Frank Kelley, Heather Buck, Florentine Opera Chorus & Milwaukee Symphony Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/John%2BNewton/John%2520Newton_1_1_1575364106.jpg?itok=FkRT-YBR
54th Annual GRAMMY Awards  (2011),"Producer Of The Year, Classical",Judith Sherman,,,
54th Annual GRAMMY Awards  (2011),Best Orchestral Performance,Brahms: Symphony No. 4,,"Gustavo Dudamel, conductor; Chris Alder, producer; Fred Vogler, engineer/mixer (Los Angeles Philharmonic)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Gustavo%2BDudamel/Gustavo%2520Dudamel_1_1_1575373085.jpg?itok=lBBvYGcq
54th Annual GRAMMY Awards  (2011),Best Opera Recording,Adams: Doctor Atomic,,"Alan Gilbert, conductor; Jay David Saks, producer; Meredith Arwady, Sasha Cooke, Richard Paul Fink, Gerald Finley, Thomas Glenn & Eric Owens, soloists (Metropolitan Opera Chorus; Metropolitan Opera Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Alan%2BGilbert/Alan%2520Gilbert_1_1_1575371801.jpg?itok=Q6ASD1jw
54th Annual GRAMMY Awards  (2011),Best Choral Performance,Light & Gold,,"Eric Whitacre, conductor; Raphaël Mouterde, producer; Andrew Mellor, engineer/mixer (The King's Singers, Laudibus, Pavão Quartet & The Eric Whitacre Singers)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Eric%2BWhitacre/Eric%2520Whitacre_1_1_1575359227.jpg?itok=x6xDYJAJ
54th Annual GRAMMY Awards  (2011),Best Small Ensemble Performance,Mackey: Lonely Motel - Music From Slide,,"David Frost, producer; Eighth Blackbird (Matt Albert, Matthew Duvall, Lisa Kaplan, Michael J. Maccaferri, Tim Munro & Nicholas Photinos), ensembles; Tom Lazarus, Mat Lejeune, Bill Maylone & Jon Zacks, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/davidfrost-spotlight-84700332.png?itok=tP4tlyEh
54th Annual GRAMMY Awards  (2011),Best Classical Instrumental Solo,Schwantner: Concerto For Percussion & Orchestra,,"Christopher Lamb; Giancarlo Guerrero, conductor (Nashville Symphony)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Giancarlo%2BGuerrero/Giancarlo%2520Guerrero_1_1_1575372274.jpg?itok=StqTXvw6
54th Annual GRAMMY Awards  (2011),Best Classical Vocal Solo,Diva Divo,,"Joyce DiDonato, soloist; Daniel Zalay, producer (Kazushi Ono; Orchestre De L'Opéra National De Lyon)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Joyce%2BDiDonato/Joyce%2520DiDonato_1_1_1575372972.jpg?itok=YDzgkyVQ
54th Annual GRAMMY Awards  (2011),Best Contemporary Classical  Composition,"Aldridge, Robert: Elmer Gantry",,"Robert Aldridge & Herschel Garfein, composers",
54th Annual GRAMMY Awards  (2011),Best Short Form Music Video,Rolling In The Deep,Adele,"Sam Brown, video director; Hannah Chandler, video producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/adele-spotlight-620173502.png?itok=NgHznhps
54th Annual GRAMMY Awards  (2011),Best Long Form Music Video,Foo Fighters: Back And Forth,Foo Fighters,"James Moll, video director; James Moll & Nigel Sinclair, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/foofighters-spotlight-510453312.png?itok=gMryUQp9
53rd Annual GRAMMY Awards  (2010),Record Of The Year,Need You Now,Lady Antebellum,"Lady Antebellum (Dave Haywood, Charles Kelley & Hillary Scott) & Paul N. Worley, producers; L Clarke Schleicher, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/109066913_lady_antebellum.jpg?itok=iFnOLjld
53rd Annual GRAMMY Awards  (2010),Album Of The Year,The Suburbs,Arcade Fire,"Arcade Fire (William Butler, Win Butler, Régine Chassagne, Jeremy Gara, Timothy Kingsbury, Sarah Neufeld & Richard Reed Parry) & Markus Dravs, producers; Arcade Fire (William Butler, Win Butler, Régine Chassagne, Jeremy Gara, Timothy Kingsbury, Sarah Neufeld & Richard Reed Parry), Markus Dravs, Mark Lawson & Craig Silvey, engineers/mixers; George Marino, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/109066166_arcade_fire.jpg?itok=xal86pVG
53rd Annual GRAMMY Awards  (2010),Song Of The Year,Need You Now,,"Dave Haywood, Josh Kear, Charles Kelley & Hillary Scott, songwriters (Lady Antebellum)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/109066954_lady_antebellum.jpg?itok=3t1yrH98
53rd Annual GRAMMY Awards  (2010),Best New Artist,Esperanza Spalding,,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/63472488_esperanza_spalding.jpg?itok=3rqneI_F
53rd Annual GRAMMY Awards  (2010),Best Female Pop Vocal Performance,Bad Romance,Lady Gaga,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/ladygaga-spotlight-90799382.png?itok=GDV1TTDc
53rd Annual GRAMMY Awards  (2010),Best Male Pop Vocal Performance,Just The Way You Are,Bruno Mars,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/brunomars-spotlight.png?itok=7a6al8XH
53rd Annual GRAMMY Awards  (2010),Best Pop Performance By A Duo Or Group With Vocals,"Hey, Soul Sister (Live)",Train,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/train_spotlight_451246973.png?itok=inKGLhlu
53rd Annual GRAMMY Awards  (2010),Best Pop Collaboration With Vocals,Imagine,"Herbie Hancock, Pink, India.Arie, Seal, Konono No 1, Jeff Beck & Oumou Sangare",,https://www.grammy.com/sites/com/files/styles/artist_circle/public/herbiehancock-spotlight-621417530.png?itok=IQZGCMxW
53rd Annual GRAMMY Awards  (2010),Best Pop Instrumental Performance,Nessun Dorma,Jeff Beck,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/jeffbeck-spotlight-106762754.png?itok=6P5wgZTx
53rd Annual GRAMMY Awards  (2010),Best Pop Instrumental Album,Take Your Pick,Larry Carlton & Tak Matsumoto,"Larry Carlton & Tak Matsumoto, producers; Hiroyuki Kobayashi & Nick Sparks, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Nick%2BSparks/Nick%2520Sparks_1_1_1576152365.jpg?itok=Py6Q4e-z
53rd Annual GRAMMY Awards  (2010),Best Pop Vocal Album,The Fame Monster,Lady Gaga,"Lady Gaga & RedOne, producers; Robert Orton, RedOne & Dave Russell, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/ladygaga-spotlight-90799382.png?itok=GDV1TTDc
53rd Annual GRAMMY Awards  (2010),Best Dance Recording,Only Girl (In The World),Rihanna,"Kuk Harrell, Stargate (Mikkel Eriksen & Tor Hermansen) & Sandy Vee, producers; Philip Tan & Sandy Vee, mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/rihanna_spotlight_860988414.png?itok=8Oh17tgR
53rd Annual GRAMMY Awards  (2010),Best Electronic/Dance Album,La Roux,La Roux,"La Roux, producers; Serban Ghenea, John Hanes & Ian Sherwin, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/La%2BRoux/La%2520Roux_1_1_1575364428.jpg?itok=6j99FI1C
53rd Annual GRAMMY Awards  (2010),Best Traditional Pop Vocal Album,Crazy Love,Michael Bublé,"David Foster, producer; Humberto Gatica & Jochem van der Saag, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/michaelbuble-spotlight-614683410.png?itok=yDu-8iKO
53rd Annual GRAMMY Awards  (2010),Best Solo Rock Vocal Performance,Helter Skelter,Paul McCartney,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/paul_mccartney_spotlight_514136852.png?itok=3WwFtz10
53rd Annual GRAMMY Awards  (2010),Best Rock Performance By A Duo Or Group With Vocals,Tighten Up,The Black Keys,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/blackkeys-spotlight-133330677.png?itok=Fg_iyIBe
