coordinate,address,city,state,postal_code,ad_type,description,beds,bath,sqr_lot,sqft,year,style,property_type,price,currency
"('37.75653', '-122.408822')",972-974 York St,San Francisco,CA,94110,place,"Welcome to 972-974 York Street, a duplex that will be delivered fully VACANT (No OMI, No Ellis Act, No Buyouts) consisting of a 3BD/1BA unit over a 2BD/1BA unit, located two blocks from the vibrant and eclectic shopping and dining options of 24th Street in the Mission. The large, owner-occupied top floor unit (#974) retains much of its original charm and is in excellent condition with significant upgrades done over the years including replaced hardwood floors and a remodeled kitchen. The lower unit (#972) is fully vacant and is in need of a full remodel. Explore the full-length attic for development possibilities. The sun-drenched and spacious backyard has a lovely perimeter garden and large patio with two indoor storage areas. Boasting a walk score of 94, a 16-minute walk to BART and to plenty of MUNI lines, and about a mile to Highway 101, this highly coveted Mission location is ideal for fun living and easy commutes.",5,2,"2,495","2,573",Built 1900,Built 1900,Type Multi-Family Home,"$1,795,000",
"('37.775022', '-122.412461')",776 Tehama St Unit 9,San Francisco,CA,94103,place,"1 bedroom Below Market Rate (BMR) housing opportunity available at 100% Area Median Income (AMI). Maximum income for 1 person = $86, 200; 2 = $98, 500; 3 = $110, 850, 4=$123, 150, 5=$133, 000. Must be 1st-time homebuyer & income eligible. Unit available thru the Mayor's Office of Housing and Community Development (MOHCD) & subject to resale controls, monitoring & other restrictions. Unit will be listed on DAHLIA, the SF Housing Portal starting on January 13th. Visit for application & program info. Application, loan pre-approval, and homebuyer education verification due on February 3rd, 2020. Open House January 19th 2-4 pm, January 23rd 5-7 pm, January 26th 2-4 pm. Wonderful SOMA location with easy access to public transportation, freeways, and tech shuttles.",1,1,,418,Built 2006,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$430,500",
"('37.788682', '-122.391851')",318 Main St Unit 7G,San Francisco,CA,94105,place,"Intelligent indulgences and unbridled access to San Francisco's finest shopping, dining, and nightlife await at the city's premier ultra-luxury tower -- LUMINA. Situated in the heart of South Beach, #7G is a stunning, modern 1 BD, 1 BA + Den home with sophisticated contemporary design touches, a spacious walk-out balcony, and a long list of resort-style amenities. Offering dramatic floor-to-ceiling window lines and impressive city views, 7G is the ideal meeting spot to entertain guests, and comes with a chef-grade kitchen with hand-selected premium finishes, best-in-class Gaggenau and Sub-zero appliances, premium Caesarstone quartz countertops, and modern natural wood-themed Siematic cabinetry. Enjoy a reprieve from the city in your own personal spa-like master bath with custom European porcelain tile-work, natural wood cabinetry, and a dual vanity with marble countertops. Discover the perfect marriage of comfort and convenience that is redefining urban luxury living in San Francisco.",1,1,,852,Built 2015,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$1,250,000",
"('37.746276', '-122.420637')",5 7 Duncan St,San Francisco,CA,94110,place,"Bernal, Mission and Noe Valley Located on a much coveted street, this fine example of San Francisco architecture features period charm and tremendous potential. This charming Duplex consists of a 3 bedroom, 1.5 bathroom with bonus room/office and a 2 bedroom, 1.5 bathroom with bonus room/office. Both units feature an open floor plan, high ceilings, hardwood floors and tons of natural light, The garage and basement level has a studio with .25 bathroom, accommodates up to 3 cars and a workshop. Located near restaurants, retail, public transportation and easy freeway access.",,,"2,021","2,560",Built 1910,Style              Duplex,Type Multi-Family Home,"$1,997,000",
"('37.7273', '-122.371')",11 Innes Court,San Francisco,CA,94124,place,"Landing is the newest collection of new homes for sale at The San Francisco Shipyard. Offering a collection of gorgeous one to three-bedroom new condominiums, each showcases modern design, connected features and select residences enjoy stunning views.Situated in the citys most transformative mixed-use masterplan, The San Francisco Shipyard features the best-priced new homes for sale in the market. Its full of outdoor amenities and a future plan to provide a community unlike any other.Every home comes complete with our Everythings Included program, providing you with high-end features and upgrades at no additional cost.View these homes in our 3D walking tour format.",2,2,,"1,020",,Type Condo/Townhome/Row Home/Co-Op,Type Condo/Townhome/Row Home/Co-Op,from,
"('37.731947', '-122.406657')",1496 Silver Ave,San Francisco,CA,94134,place,"Great income property of rare 2 story Duplex in Bright Corner Lot. Projected Rental Income about $8000. Very conveniently located at the crossing point of two FWYs 101 & 280, two blocks away from the HWY ramp, Muni Bus stops at next block. Hard wood floor, 3bd, 2 baths (1st fl unit, currently M-to-M, rent $2300) 3bd, 1.5 bath, wall to wall carpet (2nd fl, owner unit, but recently owner moved out). Buyer shall verify P&L as Second floor rent is pro forma. Great for business owner who will practice at the property.",6,,"1,796","2,720",Built 1977,Built 1977,Type Multi-Family Home,"$1,500,000",
"('37.784578', '-122.464179')",4339 California St Apt 3,San Francisco,CA,94118,place,"4339 California Street #3 is a spacious and bright top-floor view condominium. The open floor plan and chef's kitchen are ideal for entertaining, and the front windows look out over rooftops to the Presidio beyond. Featuring three bedrooms and a fourth bedroom configured as a home office, there is space to grow into. The recently remodeled bathrooms include a luxurious master bath with marble tiling and a dual vanity. Located at the intersection of the Richmond and Lake Street corridor, you can easily stroll to restaurants along Clement Street or explore Mountain Lake Park. Two car parking, storage, in-unit laundry, deck, new roof and low HOA dues complete this can't-miss property.",4,2,,"1,658",Built 2001,Built 2001,Type Condo/Townhome/Row Home/Co-Op,"$1,749,000",
"('37.746227', '-122.42142')",5-7 Duncan St,San Francisco,CA,94110,place,"Bernal, Mission and Noe Valley Located on a much coveted street, this fine example of San Francisco architecture features period charm and tremendous potential. This charming Duplex consists of a 3 bedroom, 1.5 bathroom with bonus room/office and a 2 bedroom, 1.5 bathroom with bonus room/office. Both units feature an open floor plan, high ceilings, hardwood floors and tons of natural light, The garage and basement level has a studio with .25 bathroom, accommodates up to 3 cars and a workshop. Located near restaurants, retail, public transportation and easy freeway access.",5,2,"2,021","2,560",Built 1910,Built 1910,Type Multi-Family Home,"$1,997,000",
"('37.772384', '-122.413905')",1468 Folsom St,San Francisco,CA,94103,place,"12 Unit apartment building in desirable part of SOMA. This building retains much of it's original character and details. All units are 2 bedroom 1 bath with separate meters. located near Rainbow grocery, Costco, Foodco & Best buy and for those whom must commute Muni, Bart & freeways.Soft story has been completed. This is not about Rent Roll or PNL We are selling a very good building consisting of twelve 2 bedrooms one bath units. For Investor's who want to get their project management team ability to realize the potential upside.",8,,"4,813","10,035",Built 1908,Built 1908,Type Multi-Family Home,"$4,950,000",
"('37.7271', '-122.368')",51 Innes Court,San Francisco,CA,94124,place,"This home is situated on the third floor for wider views of the community and its surroundings.. Offering two bedrooms and two bathrooms in total, the master suite comes complete with a private full-sized bathroom and walk-in closet. The main living area showcases a spacious family room that opens to the contemporary kitchen featuring a standalone island for added counterspace.",2,2,,"1,080",,Type Condo/Townhome/Row Home/Co-Op,Type Condo/Townhome/Row Home/Co-Op,from,
"('37.801354', '-122.422357')",1269 Lombard St Unit B,San Francisco,CA,94109,place,"Luxurious Panoramic View Russian Hill Townhome Spectacular Golden Gate Bridge, City, Alcatraz, and Bay Views. Freestanding three story townhouse with full floor roof deck, at the back of a large lot, high above Lombard Street, with elevator access. Enchanting European feeling in unique and private secret, park-like setting, with south garden. Three bedrooms, two bathrooms, one-car parking, including a full-floor, stunning view, master suite with library/office and walk-out view deck, Tall ceilings and custom tall doors, custom oak floors and finishes throughout the home. Abundant closet and storage space. See website for more pictures, floorplans, etc",3,2,,"1,599",Built 2013,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$2,500,000",
"('37.779014', '-122.409446')",574 Natoma St Apt 401,San Francisco,CA,94103,place,"It only takes $490K to enjoy all that San Francisco has to offer, right outside your door. This studio in Central SOMA is conveniently located in the heart of SF and makes the perfect city home or investment. This top floor unit boasts hardwood floors, gas fireplace, dishwasher, and gas range. The 11 unit building also offers a rooftop terrace (just 1 floor up) with panoramic city views, on site laundry and bike storage. Walk Score 98 / Transit Score 100 / 329 Square Feet (per tax records) / Monthly HOA Dues: $331.66",0,1,,329,Built 2012,Built 2012,Type Condo/Townhome/Row Home/Co-Op,"$490,000",
"('37.788682', '-122.391851')",338 Main St Unit 28C,San Francisco,CA,94105,place,"Rare luxury C-stack unit with 270 degrees of unobstructed views. At nearly 1, 500 square feet, this two bedroom residence boasts panoramic views from the iconic Bay Bridge to the shimmering city skyline of rising glass towers. With exceptional design, gorgeous natural light paired with Lumina's superior finishes & intuitive touches, it will be the envy of all who don't call this home. Features include, artful cabinetry, Caesarstone counter-tops, Gaggenau appliances, custom closets, Lutron lighting, upgraded fixtures and a Bosch washer & dryer. Stylish wide-plank flooring & ceramic tiled bathrooms complete this modern masterpiece. One storage space incl. Residence 28C exemplifies why people want to live in San Francisco. Considered to be the best amenities focused building on the West Coast, Lumina has over an acre of 5-star facilities. incl. a gym, spa, 70-ft lap pool, owner's lounge, game room, children's play room, movie theatre, roof deck, groceries market, Audi Auto Fleet & more.",2,2,,"1,496",Built 2016,Built 2016,Type Condo/Townhome/Row Home/Co-Op,"$3,100,000",
